rank,action_key,total_amount,average_rate_per_second,mean_time_seconds,remaining_fraction_moment_1,node_type,name,synthetic,source,coproduct
17,__pr_graph_lp_or_to_or_and__: 137:fluid-craft-temperature: petroleum-gas: 25 --> fluid-create-temperature: petroleum-gas: 25,571182.7988810556,951.9713314684259,495.3171481716049,0.17447141971399185,,,True,fluid-craft-temperature: petroleum-gas: 25 --> fluid-create-temperature: petroleum-gas: 25,False
18,__pr_graph_lp_or_to_or_and__: 929:fluid-temperature: petroleum-gas: 25 --> fluid-temperature-range: petroleum-gas: nil: nil:noncoproduct-route,571182.7988810556,951.9713314684259,495.3171481716049,0.17447141971399185,,,True,fluid-temperature: petroleum-gas: 25 --> fluid-temperature-range: petroleum-gas: nil: nil,False
19,fluid-temperature: petroleum-gas: 25,571182.7988810556,951.9713314684259,495.3171481716049,0.17447141971399185,fluid-temperature,petroleum-gas: 25,False,,False
20,__pr_graph_lp_or_to_or_and__: 1107:entity-operate: offshore-pump --> tile-fluid-pump: deepwater:noncoproduct-route,555339.4807747817,925.5658012913028,375.98177848831557,0.373363702519474,,,True,entity-operate: offshore-pump --> tile-fluid-pump: deepwater,False
21,__pr_graph_lp_or_to_or_and__: 908:tile-fluid: deepwater --> fluid-create-offshore-temperature: water: 15:noncoproduct-route,555339.4807747817,925.5658012913028,441.50382347621996,0.26416029420630005,,,True,tile-fluid: deepwater --> fluid-create-offshore-temperature: water: 15,False
22,tile-fluid: deepwater,555339.4807747817,925.5658012913028,441.50382347621996,0.26416029420630005,tile-fluid,deepwater,False,,False
23,__pr_graph_lp_or_to_or_and__: 205:item-craft: copper-cable --> item: copper-cable,504450.9573519888,840.751595586648,446.7202051385998,0.2554663247690004,,,True,item-craft: copper-cable --> item: copper-cable,False
24,__pr_graph_lp_or_to_or_and__: 131:fluid-craft-temperature: light-oil: 25 --> fluid-create-temperature: light-oil: 25,347696.50795635197,579.4941799272533,484.8962421997576,0.19183959633373734,,,True,fluid-craft-temperature: light-oil: 25 --> fluid-create-temperature: light-oil: 25,False
25,__pr_graph_lp_or_to_or_and__: 927:fluid-temperature: light-oil: 25 --> fluid-temperature-range: light-oil: nil: nil:noncoproduct-route,347696.50795635197,579.4941799272533,484.8962421997576,0.19183959633373734,,,True,fluid-temperature: light-oil: 25 --> fluid-temperature-range: light-oil: nil: nil,False
26,fluid-temperature: light-oil: 25,347696.50795635197,579.4941799272533,484.8962421997576,0.19183959633373734,fluid-temperature,light-oil: 25,False,,False
27,__pr_graph_lp_or_to_or_and__: 200:item-craft: copper-plate --> item: copper-plate,318852.14534266107,531.4202422377684,456.3575371081466,0.23940410481975574,,,True,item-craft: copper-plate --> item: copper-plate,False
28,entity-mine: copper-ore,318852.14534266107,531.4202422377684,456.3575371081466,0.23940410481975577,entity-mine,copper-ore,False,,True
29,recipe: copper-plate,318852.14534266107,531.4202422377684,456.3575371081466,0.23940410481975574,recipe,copper-plate,False,,True
30,entity-mine: coal,304223.4263115666,507.03904385261103,387.8899516831946,0.35351674719467563,entity-mine,coal,False,,True
31,recipe: copper-cable,252225.4786759944,420.375797793324,446.7202051385998,0.2554663247690004,recipe,copper-cable,False,,True
32,__pr_graph_lp_or_to_or_and__: 1108:entity-operate: offshore-pump --> tile-fluid-pump: water:noncoproduct-route,224563.34412859718,374.27224021432863,600.0,0.0,,,True,entity-operate: offshore-pump --> tile-fluid-pump: water,False
33,__pr_graph_lp_or_to_or_and__: 910:tile-fluid: water --> fluid-create-offshore-temperature: water: 15:noncoproduct-route,224563.34412859718,374.27224021432863,600.0,0.0,,,True,tile-fluid: water --> fluid-create-offshore-temperature: water: 15,False
34,tile-fluid: water,224563.34412859715,374.2722402143286,600.0,0.0,tile-fluid,water,False,,False
35,__pr_graph_lp_or_to_or_and__: 126:fluid-craft-temperature: heavy-oil: 25 --> fluid-create-temperature: heavy-oil: 25,193164.72664241775,321.9412110706962,483.9786663896554,0.19336888935057434,,,True,fluid-craft-temperature: heavy-oil: 25 --> fluid-create-temperature: heavy-oil: 25,False
36,__pr_graph_lp_or_to_or_and__: 925:fluid-temperature: heavy-oil: 25 --> fluid-temperature-range: heavy-oil: nil: nil:noncoproduct-route,193164.72664241775,321.9412110706962,483.9786663896554,0.19336888935057434,,,True,fluid-temperature: heavy-oil: 25 --> fluid-temperature-range: heavy-oil: nil: nil,False
37,fluid-temperature: heavy-oil: 25,193164.72664241775,321.9412110706962,483.9786663896554,0.19336888935057434,fluid-temperature,heavy-oil: 25,False,,False
38,__pr_graph_lp_or_to_or_and__: 220:item-craft: electronic-circuit --> item: electronic-circuit,144857.6005836563,241.42933430609386,438.3441399837496,0.2694264333604174,,,True,item-craft: electronic-circuit --> item: electronic-circuit,False
39,recipe: electronic-circuit,144857.6005836563,241.42933430609386,438.3441399837496,0.2694264333604174,recipe,electronic-circuit,False,,True
40,entity-mine: stone,124779.90432383225,207.9665072063871,217.71190352305965,0.6371468274615673,entity-mine,stone,False,,True
41,entity-operate: assembling-machine-2,109631.2038931384,182.71867315523068,437.6674843213737,0.27055419279771054,entity-operate,assembling-machine-2,False,,False
42,__pr_graph_lp_or_to_or_and__: 215:item-craft: iron-gear-wheel --> item: iron-gear-wheel,94295.84659204187,157.1597443200698,282.77379333684036,0.5287103444385994,,,True,item-craft: iron-gear-wheel --> item: iron-gear-wheel,False
43,recipe: iron-gear-wheel,94295.84659204187,157.1597443200698,282.77379333684036,0.5287103444385994,recipe,iron-gear-wheel,False,,True
44,__pr_graph_lp_or_to_or_and__: 1076:entity-operate: assembling-machine-2 --> recipe-category: crafting-with-fluid__1__0:noncoproduct-route,82223.4029198538,137.039004866423,437.6674843213737,0.27055419279771054,,,True,entity-operate: assembling-machine-2 --> recipe-category: crafting-with-fluid__1__0,False
45,__pr_graph_lp_or_to_or_and__: 1105:entity-operate: pumpjack --> resource-category: basic-fluid__0__1:noncoproduct-route,77890.89065696711,129.8181510949452,484.9011577248163,0.19183140379197283,,,True,entity-operate: pumpjack --> resource-category: basic-fluid__0__1,False
46,entity-mine: crude-oil,77890.89065696711,129.8181510949452,484.9011577248163,0.19183140379197283,entity-mine,crude-oil,False,,True
47,entity-operate: pumpjack,77890.89065696711,129.8181510949452,484.9011577248163,0.19183140379197283,entity-operate,pumpjack,False,,False
48,entity-operate: chemical-plant,66825.69407643114,111.37615679405191,485.8058956340463,0.19032350727658956,entity-operate,chemical-plant,False,,False
49,__pr_graph_lp_or_to_or_and__: 413:item-craft: plastic-bar --> item: plastic-bar,49939.077800509935,83.23179633418323,497.0417646563522,0.17159705890607965,,,True,item-craft: plastic-bar --> item: plastic-bar,False
50,__pr_graph_lp_or_to_or_and__: 1092:entity-operate: chemical-plant --> recipe-category: chemistry__1__0:noncoproduct-route,47636.20556692163,79.39367594486939,478.34496705543825,0.20275838824093628,,,True,entity-operate: chemical-plant --> recipe-category: chemistry__1__0,False
51,__pr_graph_lp_or_to_or_and__: 1072:entity-operate: assembling-machine-1 --> recipe-category: advanced-crafting__0__0:noncoproduct-route,45722.69450127486,76.2044908354581,491.40973533121297,0.18098377444797845,,,True,entity-operate: assembling-machine-1 --> recipe-category: advanced-crafting__0__0,False
52,entity-operate: offshore-pump,38995.14124516895,64.99190207528157,440.48504653922583,0.265858255767957,entity-operate,offshore-pump,False,,False
53,entity-operate: oil-refinery,38945.44532848355,64.90907554747258,484.9011577248163,0.19183140379197278,entity-operate,oil-refinery,False,,False
54,__pr_graph_lp_or_to_or_and__: 1096:entity-operate: oil-refinery --> recipe-category: oil-processing__2__3:noncoproduct-route,38632.94532848355,64.38824221413924,483.9778581961815,0.19337023633969752,,,True,entity-operate: oil-refinery --> recipe-category: oil-processing__2__3,False
55,__pr_graph_lp_or_to_or_and__: 295:item-craft: steel-plate --> item: steel-plate,33822.94071090707,56.37156785151178,448.7195502107523,0.2521340829820795,,,True,item-craft: steel-plate --> item: steel-plate,False
56,recipe: steel-plate,33822.94071090707,56.37156785151178,448.7195502107523,0.2521340829820795,recipe,steel-plate,False,,True
57,__pr_graph_lp_or_to_or_and__: 118:fluid-craft-temperature: sulfuric-acid: 25 --> fluid-create-temperature: sulfuric-acid: 25,31111.347250637435,51.85224541772906,486.0255244014414,0.18995745933093094,,,True,fluid-craft-temperature: sulfuric-acid: 25 --> fluid-create-temperature: sulfuric-acid: 25,False
58,__pr_graph_lp_or_to_or_and__: 921:fluid-temperature: sulfuric-acid: 25 --> fluid-temperature-range: sulfuric-acid: nil: nil:noncoproduct-route,31111.347250637435,51.85224541772906,486.0255244014414,0.18995745933093094,,,True,fluid-temperature: sulfuric-acid: 25 --> fluid-temperature-range: sulfuric-acid: nil: nil,False
59,fluid-temperature: sulfuric-acid: 25,31111.347250637435,51.85224541772906,486.0255244014414,0.18995745933093094,fluid-temperature,sulfuric-acid: 25,False,,False
60,recipe: plastic-bar,24969.538900254967,41.615898167091615,497.0417646563522,0.17159705890607965,recipe,plastic-bar,False,,True
61,__pr_graph_lp_or_to_or_and__: 225:item-craft: stone-furnace --> item: stone-furnace,20522.11058865638,34.20351764776063,163.5145129509051,0.7274758117484915,,,True,item-craft: stone-furnace --> item: stone-furnace,False
62,recipe: stone-furnace,20522.11058865638,34.20351764776063,163.51451295090516,0.7274758117484914,recipe,stone-furnace,False,,True
63,__pr_graph_lp_or_to_or_and__: 311:item-craft: solid-fuel --> item: solid-fuel,19999.999999999993,33.33333333333332,462.1616425427561,0.2297305957620731,,,True,item-craft: solid-fuel --> item: solid-fuel,False
64,__pr_graph_lp_or_to_or_and__: 144:fluid-craft-temperature: lubricant: 25 --> fluid-create-temperature: lubricant: 25,18334.041751912293,30.556736253187154,386.5940003693712,0.3556766660510479,,,True,fluid-craft-temperature: lubricant: 25 --> fluid-create-temperature: lubricant: 25,False
65,__pr_graph_lp_or_to_or_and__: 931:fluid-temperature: lubricant: 25 --> fluid-temperature-range: lubricant: nil: nil:noncoproduct-route,18334.041751912293,30.556736253187154,386.5940003693712,0.3556766660510479,,,True,fluid-temperature: lubricant: 25 --> fluid-temperature-range: lubricant: nil: nil,False
66,fluid-temperature: lubricant: 25,18334.041751912293,30.556736253187154,386.5940003693712,0.3556766660510479,fluid-temperature,lubricant: 25,False,,False
67,__pr_graph_lp_or_to_or_and__: 365:item-craft: advanced-circuit --> item: advanced-circuit,17469.53890025497,29.11589816709162,498.8110205112197,0.16864829914796725,,,True,item-craft: advanced-circuit --> item: advanced-circuit,False
68,recipe: advanced-circuit,17469.53890025497,29.11589816709162,498.8110205112197,0.16864829914796725,recipe,advanced-circuit,False,,True
69,__pr_graph_lp_or_to_or_and__: 529:item-craft: rail --> item: rail,16000.000000000002,26.66666666666667,537.481615638493,0.10419730726917831,,,True,item-craft: rail --> item: rail,False
70,__pr_graph_lp_or_to_or_and__: 255:item-craft: pipe --> item: pipe,15121.031232838217,25.20171872139703,419.2924072869606,0.30117932118839896,,,True,item-craft: pipe --> item: pipe,False
71,recipe: pipe,15121.031232838217,25.20171872139703,419.2924072869606,0.30117932118839896,recipe,pipe,False,,True
72,__pr_graph_lp_or_to_or_and__: 1090:entity-operate: chemical-plant --> recipe-category: chemistry__2__1:noncoproduct-route,14340.790026773648,23.901316711289414,526.8847173871334,0.12185880435477768,,,True,entity-operate: chemical-plant --> recipe-category: chemistry__2__1,False
73,__pr_graph_lp_or_to_or_and__: 231:item-craft: burner-mining-drill --> item: burner-mining-drill,11870.287849679791,19.783813082799654,143.1090565853896,0.7614849056910173,,,True,item-craft: burner-mining-drill --> item: burner-mining-drill,False
74,recipe: burner-mining-drill,11870.287849679791,19.783813082799654,143.10905658538954,0.7614849056910175,recipe,burner-mining-drill,False,,True
75,__pr_graph_lp_or_to_or_and__: 886:entity-build: burner-mining-drill --> entity: burner-mining-drill:noncoproduct-route,11870.28784967979,19.78381308279965,143.10905658538954,0.7614849056910175,,,True,entity-build: burner-mining-drill --> entity: burner-mining-drill,False
76,entity-build: burner-mining-drill,11870.28784967979,19.78381308279965,143.10905658538954,0.7614849056910175,entity-build,burner-mining-drill,False,,False
77,__pr_graph_lp_or_to_or_and__: 50:item: burner-mining-drill --> entity-build-item: burner-mining-drill,11870.287849679786,19.783813082799643,143.1090565853894,0.7614849056910177,,,True,item: burner-mining-drill --> entity-build-item: burner-mining-drill,False
78,recipe: solid-fuel-from-light-oil,11258.465755474726,18.764109592457878,408.7088931749833,0.3188185113750278,recipe,solid-fuel-from-light-oil,False,,True
79,__pr_graph_lp_or_to_or_and__: 338:item-craft: transport-belt --> item: transport-belt,9520.494146620067,15.86749024436678,457.9986207159433,0.23666896547342783,,,True,item-craft: transport-belt --> item: transport-belt,False
80,__pr_graph_lp_or_to_or_and__: 147:item-craft: stone-brick --> item: stone-brick,8906.47324155012,14.8441220692502,451.4691726151068,0.24755137897482205,,,True,item-craft: stone-brick --> item: stone-brick,False
81,recipe: stone-brick,8906.47324155012,14.8441220692502,434.13888460527915,0.27643519232453473,recipe,stone-brick,False,,True
82,recipe: solid-fuel-from-heavy-oil,8741.534244525268,14.569223740875447,496.8214646427937,0.17196422559534377,recipe,solid-fuel-from-heavy-oil,False,,True
83,__pr_graph_lp_or_to_or_and__: 30:item: stone-furnace --> entity-build-item: stone-furnace,8651.822738976603,14.419704564961005,191.51076854587495,0.6808153857568751,,,True,item: stone-furnace --> entity-build-item: stone-furnace,False
84,__pr_graph_lp_or_to_or_and__: 874:entity-build: stone-furnace --> entity: stone-furnace:noncoproduct-route,8651.822738976602,14.419704564961002,191.51076854587484,0.6808153857568753,,,True,entity-build: stone-furnace --> entity: stone-furnace,False
85,entity-build: stone-furnace,8651.822738976602,14.419704564961002,191.51076854587484,0.6808153857568753,entity-build,stone-furnace,False,,False
86,__pr_graph_lp_or_to_or_and__: 210:item-craft: iron-stick --> item: iron-stick,8000.000000000001,13.333333333333336,537.481615638493,0.10419730726917832,,,True,item-craft: iron-stick --> item: iron-stick,False
87,recipe: rail,8000.000000000001,13.333333333333336,537.481615638493,0.10419730726917831,recipe,rail,False,,True
88,recipe: advanced-oil-processing,7726.58906569671,12.87764844282785,483.9778581961815,0.1933702363396975,recipe,advanced-oil-processing,False,,True
89,recipe: light-oil-cracking,7170.395013386824,11.950658355644707,526.8847173871334,0.12185880435477768,recipe,light-oil-cracking,False,,True
90,__pr_graph_lp_or_to_or_and__: 285:item-craft: automation-science-pack --> item: automation-science-pack,5960.0,9.933333333333334,520.4740069897471,0.13254332168375482,,,True,item-craft: automation-science-pack --> item: automation-science-pack,False
91,recipe: automation-science-pack,5960.0,9.933333333333334,487.1336111127525,0.1881106481454126,recipe,automation-science-pack,False,,True
92,__pr_graph_lp_or_to_or_and__: 243:item-craft: inserter --> item: inserter,5785.0,9.641666666666667,521.4825755772102,0.13086237403798298,,,True,item-craft: inserter --> item: inserter,False
93,__pr_graph_lp_or_to_or_and__: 290:item-craft: logistic-science-pack --> item: logistic-science-pack,5785.0,9.641666666666667,521.4825755772102,0.13086237403798298,,,True,item-craft: logistic-science-pack --> item: logistic-science-pack,False
94,recipe: inserter,5785.0,9.641666666666667,521.4825755772102,0.13086237403798298,recipe,inserter,False,,True
95,recipe: logistic-science-pack,5785.0,9.641666666666667,521.4825755772102,0.13086237403798298,recipe,logistic-science-pack,False,,True
96,__pr_graph_lp_or_to_or_and__: 396:item-craft: sulfur --> item: sulfur,4786.134725063744,7.9768912084395724,501.293604569129,0.16451065905145165,,,True,item-craft: sulfur --> item: sulfur,False
97,recipe: transport-belt,4760.247073310034,7.93374512218339,457.9986207159433,0.23666896547342783,recipe,transport-belt,False,,True
98,__pr_graph_lp_or_to_or_and__: 300:item-craft: engine-unit --> item: engine-unit,4572.269450127486,7.620449083545811,491.40973533121297,0.18098377444797845,,,True,item-craft: engine-unit --> item: engine-unit,False
99,recipe: engine-unit,4572.269450127486,7.620449083545811,491.40973533121297,0.18098377444797845,recipe,engine-unit,False,,True
100,__pr_graph_lp_or_to_or_and__: 329:item-craft: concrete --> item: concrete,4444.680583970762,7.407800973284604,330.0143447140691,0.44997609214321804,,,True,item-craft: concrete --> item: concrete,False
101,__pr_graph_lp_or_to_or_and__: 267:item-craft: assembling-machine-1 --> item: assembling-machine-1,4269.641859466301,7.116069765777168,273.48212355634234,0.5441964607394294,,,True,item-craft: assembling-machine-1 --> item: assembling-machine-1,False
102,recipe: assembling-machine-1,4269.641859466301,7.116069765777168,273.4821235563478,0.5441964607394203,recipe,assembling-machine-1,False,,True
103,recipe: iron-stick,4000.0000000000005,6.666666666666668,537.481615638493,0.10419730726917832,recipe,iron-stick,False,,True
104,__pr_graph_lp_or_to_or_and__: 797:entity-build: assembling-machine-1 --> entity: assembling-machine-1:noncoproduct-route,3970.965459434145,6.618275765723575,276.5312611362318,0.539114564772947,,,True,entity-build: assembling-machine-1 --> entity: assembling-machine-1,False
105,entity-build: assembling-machine-1,3970.965459434145,6.618275765723575,276.5312611362318,0.539114564772947,entity-build,assembling-machine-1,False,,False
106,__pr_graph_lp_or_to_or_and__: 1:item: assembling-machine-1 --> entity-build-item: assembling-machine-1,3970.9654594337703,6.6182757657229505,276.53126113620135,0.5391145647729978,,,True,item: assembling-machine-1 --> entity-build-item: assembling-machine-1,False
107,recipe: processing-unit,3555.60278346082,5.926004639101366,448.01494680922747,0.25330842198462084,recipe,processing-unit,False,,True
108,__pr_graph_lp_or_to_or_and__: 370:item-craft: processing-unit --> item: processing-unit,3555.6027834608194,5.926004639101365,448.01494680922747,0.2533084219846209,,,True,item-craft: processing-unit --> item: processing-unit,False
109,__pr_graph_lp_or_to_or_and__: 350:item-craft: chemical-science-pack --> item: chemical-science-pack,3350.0,5.583333333333333,529.6524430137558,0.11724592831040703,,,True,item-craft: chemical-science-pack --> item: chemical-science-pack,False
110,__pr_graph_lp_or_to_or_and__: 433:item-craft: low-density-structure --> item: low-density-structure,2999.9999999999995,4.999999999999999,492.92068679220426,0.17846552201299293,,,True,item-craft: low-density-structure --> item: low-density-structure,False
111,recipe: low-density-structure,2999.9999999999995,4.999999999999999,492.92068679220426,0.17846552201299293,recipe,low-density-structure,False,,True
112,__pr_graph_lp_or_to_or_and__: 1091:entity-operate: chemical-plant --> recipe-category: chemistry__1__1:noncoproduct-route,2455.631120203994,4.092718533673324,393.0619527976772,0.34489674533720477,,,True,entity-operate: chemical-plant --> recipe-category: chemistry__1__1,False
113,__pr_graph_lp_or_to_or_and__: 1093:entity-operate: chemical-plant --> recipe-category: chemistry__2__0:noncoproduct-route,2393.067362531872,3.9884456042197862,483.320584241938,0.19446569293010335,,,True,entity-operate: chemical-plant --> recipe-category: chemistry__2__0,False
114,recipe: sulfur,2393.067362531872,3.9884456042197862,483.320584241938,0.19446569293010335,recipe,sulfur,False,,True
115,__pr_graph_lp_or_to_or_and__: 318:item-craft: rocket-fuel --> item: rocket-fuel,1999.9999999999998,3.333333333333333,470.64022236905987,0.21559962938490015,,,True,item-craft: rocket-fuel --> item: rocket-fuel,False
116,recipe: rocket-fuel,1999.9999999999995,3.3333333333333326,462.1616425427562,0.22973059576207305,recipe,rocket-fuel,False,,True
117,recipe: lubricant,1833.4041751912293,3.0556736253187156,361.51165966580174,0.39748056722366376,recipe,lubricant,False,,True
118,recipe: chemical-science-pack,1675.0,2.7916666666666665,529.6524430137558,0.11724592831040703,recipe,chemical-science-pack,False,,True
119,__pr_graph_lp_or_to_or_and__: 355:item-craft: production-science-pack --> item: production-science-pack,1600.0000000000002,2.666666666666667,537.481615638493,0.10419730726917831,,,True,item-craft: production-science-pack --> item: production-science-pack,False
120,recipe: electric-engine-unit,1222.2694501274864,2.0371157502124775,386.59400036937126,0.35567666605104786,recipe,electric-engine-unit,False,,True
121,__pr_graph_lp_or_to_or_and__: 418:item-craft: electric-engine-unit --> item: electric-engine-unit,1222.2694501274862,2.037115750212477,386.5940003693712,0.355676666051048,,,True,item-craft: electric-engine-unit --> item: electric-engine-unit,False
122,entity-operate: rocket-silo,1199.9999999999998,1.9999999999999996,470.64022236905987,0.21559962938490015,entity-operate,rocket-silo,False,,False
123,__pr_graph_lp_or_to_or_and__: 360:item-craft: utility-science-pack --> item: utility-science-pack,1000.0,1.6666666666666667,537.481615638493,0.10419730726917832,,,True,item-craft: utility-science-pack --> item: utility-science-pack,False
124,__pr_graph_lp_or_to_or_and__: 882:entity-build: lab --> entity: lab:noncoproduct-route,933.8735366550169,1.5564558944250282,359.68373533331555,0.4005271077778075,,,True,entity-build: lab --> entity: lab,False
125,entity-build: lab,933.8735366550169,1.5564558944250282,359.68373533331555,0.4005271077778075,entity-build,lab,False,,False
126,__pr_graph_lp_or_to_or_and__: 279:item-craft: lab --> item: lab,933.8735366550168,1.556455894425028,359.6837353333155,0.40052710777780753,,,True,item-craft: lab --> item: lab,False
127,__pr_graph_lp_or_to_or_and__: 44:item: lab --> entity-build-item: lab,933.8735366550168,1.556455894425028,359.6837353333155,0.40052710777780753,,,True,item: lab --> entity-build-item: lab,False
128,recipe: lab,933.8735366550168,1.556455894425028,359.6837353333155,0.40052710777780753,recipe,lab,False,,True
129,__pr_graph_lp_or_to_or_and__: 423:item-craft: battery --> item: battery,666.6666666666666,1.111111111111111,537.481615638493,0.10419730726917834,,,True,item-craft: battery --> item: battery,False
130,recipe: battery,666.6666666666666,1.111111111111111,536.7069677093774,0.10548838715103762,recipe,battery,False,,True
131,recipe: sulfuric-acid,622.2269450127487,1.0370449083545812,486.0255244014414,0.18995745933093094,recipe,sulfuric-acid,False,,True
132,__pr_graph_lp_or_to_or_and__: 899:entity-operate: rocket-silo --> recipe-category: rocket-building__0__0:noncoproduct-route,599.9999999999999,0.9999999999999998,470.64022236905987,0.21559962938490015,,,True,entity-operate: rocket-silo --> recipe-category: rocket-building__0__0,False
133,entity-operate: character,599.9999999999999,0.9999999999999998,300.00000000000006,0.4999999999999999,entity-operate,character,False,,False
134,__pr_graph_lp_or_to_or_and__: 305:item-craft: electric-furnace --> item: electric-furnace,533.3333333333334,0.888888888888889,537.481615638493,0.10419730726917831,,,True,item-craft: electric-furnace --> item: electric-furnace,False
135,__pr_graph_lp_or_to_or_and__: 524:item-craft: productivity-module --> item: productivity-module,533.3333333333334,0.888888888888889,537.481615638493,0.10419730726917831,,,True,item-craft: productivity-module --> item: productivity-module,False
136,recipe: electric-furnace,533.3333333333334,0.888888888888889,537.481615638493,0.10419730726917832,recipe,electric-furnace,False,,True
137,recipe: production-science-pack,533.3333333333334,0.888888888888889,537.481615638493,0.10419730726917831,recipe,production-science-pack,False,,True
138,recipe: productivity-module,533.3333333333334,0.888888888888889,537.481615638493,0.10419730726917831,recipe,productivity-module,False,,True
139,recipe: concrete,444.4680583970763,0.7407800973284605,330.0143447140693,0.44997609214321793,recipe,concrete,False,,True
140,__pr_graph_lp_or_to_or_and__: 428:item-craft: flying-robot-frame --> item: flying-robot-frame,333.3333333333333,0.5555555555555555,537.481615638493,0.10419730726917834,,,True,item-craft: flying-robot-frame --> item: flying-robot-frame,False
141,recipe: flying-robot-frame,333.3333333333333,0.5555555555555555,537.481615638493,0.10419730726917834,recipe,flying-robot-frame,False,,True
142,recipe: utility-science-pack,333.3333333333333,0.5555555555555555,537.481615638493,0.10419730726917834,recipe,utility-science-pack,False,,True
143,__pr_graph_lp_or_to_or_and__: 1095:entity-operate: oil-refinery --> recipe-category: oil-processing__1__1:noncoproduct-route,312.5,0.5208333333333334,599.0444544018251,0.0015925759969581447,,,True,entity-operate: oil-refinery --> recipe-category: oil-processing__1__1,False
144,__pr_graph_lp_or_to_or_and__: 273:item-craft: assembling-machine-2 --> item: assembling-machine-2,298.6764000322403,0.4977940000537338,232.9431991235182,0.6117613347941363,,,True,item-craft: assembling-machine-2 --> item: assembling-machine-2,False
145,__pr_graph_lp_or_to_or_and__: 4:item: assembling-machine-2 --> entity-build-item: assembling-machine-2,298.6764000322403,0.4977940000537338,232.9431991235182,0.6117613347941363,,,True,item: assembling-machine-2 --> entity-build-item: assembling-machine-2,False
146,__pr_graph_lp_or_to_or_and__: 858:entity-build: assembling-machine-2 --> entity: assembling-machine-2:noncoproduct-route,298.6764000322403,0.4977940000537338,232.9431991235182,0.6117613347941363,,,True,entity-build: assembling-machine-2 --> entity: assembling-machine-2,False
147,entity-build: assembling-machine-2,298.6764000322403,0.4977940000537338,232.9431991235182,0.6117613347941363,entity-build,assembling-machine-2,False,,False
148,recipe: assembling-machine-2,298.6764000322403,0.4977940000537338,232.9431991235183,0.6117613347941362,recipe,assembling-machine-2,False,,True
