rank_by_abs_component_1,matrix_index,action_key,node_type,name,synthetic,source,coproduct,is_original_recipe,component_1,absolute_share_1
26,19360,recipe: advanced-foundry-mk01-pyvoid,recipe,advanced-foundry-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
27,19362,recipe: advanced-foundry-mk02-pyvoid,recipe,advanced-foundry-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
28,19364,recipe: advanced-substrate-pyvoid,recipe,advanced-substrate-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
29,19366,recipe: aerial-base-pyvoid,recipe,aerial-base-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
30,19368,recipe: aerial-blimp-mk01-pyvoid,recipe,aerial-blimp-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
31,19370,recipe: aerial-blimp-mk02-pyvoid,recipe,aerial-blimp-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
32,19372,recipe: aerial-blimp-mk03-pyvoid,recipe,aerial-blimp-mk03-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
33,19377,recipe: aerogel-pyvoid,recipe,aerogel-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
34,19380,recipe: agar-pyvoid,recipe,agar-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
35,19382,recipe: agitator-mk01-pyvoid,recipe,agitator-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
36,19384,recipe: agitator-mk02-pyvoid,recipe,agitator-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
37,19386,recipe: agzn-alloy-pyvoid,recipe,agzn-alloy-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
38,19404,recipe: alag-alloy-pyvoid,recipe,alag-alloy-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
39,19410,recipe: albumin-pyvoid,recipe,albumin-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
40,19412,recipe: alien-enzymes-pyvoid,recipe,alien-enzymes-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
41,19414,recipe: alien-sample-02-pyvoid,recipe,alien-sample-02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
42,19416,recipe: alien-sample-03-pyvoid,recipe,alien-sample-03-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
43,19418,recipe: alien-sample01-pyvoid,recipe,alien-sample01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
44,19420,recipe: aluminium-mine-pyvoid,recipe,aluminium-mine-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
45,19423,recipe: aluminium-plate-pyvoid,recipe,aluminium-plate-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
46,19424,recipe: am-241-pyvoid,recipe,am-241-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
47,19425,recipe: am-243-pyvoid,recipe,am-243-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
48,19432,recipe: ammonium-chloride-pyvoid,recipe,ammonium-chloride-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
49,19434,recipe: ammonium-mixture-pyvoid,recipe,ammonium-mixture-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
50,19436,recipe: ammonium-nitrate-pyvoid,recipe,ammonium-nitrate-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
51,19438,recipe: ammonium-oxalate-pyvoid,recipe,ammonium-oxalate-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
52,19440,recipe: ammonium-sulfate-pyvoid,recipe,ammonium-sulfate-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
53,19442,recipe: anemometer-mk01-pyvoid,recipe,anemometer-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
54,19444,recipe: anemometer-mk02-pyvoid,recipe,anemometer-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
55,19446,recipe: anemometer-mk03-pyvoid,recipe,anemometer-mk03-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
56,19452,recipe: animal-sample-01-pyvoid,recipe,animal-sample-01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
57,19466,recipe: anti-reflex-glass-pyvoid,recipe,anti-reflex-glass-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
58,19467,recipe: antimonium-ore-pyvoid,recipe,antimonium-ore-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
59,19469,recipe: antimony-drill-mk01-pyvoid,recipe,antimony-drill-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
60,19471,recipe: antimony-drill-mk02-pyvoid,recipe,antimony-drill-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
61,19475,recipe: aramid-pyvoid,recipe,aramid-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
62,19477,recipe: arithmetic-combinator-pyvoid,recipe,arithmetic-combinator-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
63,19495,recipe: arqad-codex-pyvoid,recipe,arqad-codex-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
64,19498,recipe: arqad-egg-2-pyvoid,recipe,arqad-egg-2-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
65,19500,recipe: arqad-egg-3-pyvoid,recipe,arqad-egg-3-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
66,19502,recipe: arqad-egg-nest-2-pyvoid,recipe,arqad-egg-nest-2-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
67,19503,recipe: arqad-egg-nest-3-pyvoid,recipe,arqad-egg-nest-3-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
68,19504,recipe: arqad-egg-nest-pyvoid,recipe,arqad-egg-nest-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
69,19508,recipe: arqad-egg-pyvoid,recipe,arqad-egg-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
70,19516,recipe: arqad-hive-mk01-pyvoid,recipe,arqad-hive-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
71,19518,recipe: arqad-hive-mk02-pyvoid,recipe,arqad-hive-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
72,19524,recipe: arqad-maggot-2-pyvoid,recipe,arqad-maggot-2-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
73,19525,recipe: arqad-maggot-3-pyvoid,recipe,arqad-maggot-3-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
74,19526,recipe: arqad-maggot-pyvoid,recipe,arqad-maggot-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
75,19533,recipe: arqad-mk02-pyvoid,recipe,arqad-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
76,19539,recipe: arqad-mk03-pyvoid,recipe,arqad-mk03-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
77,19541,recipe: arqad-propolis-pyvoid,recipe,arqad-propolis-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
78,19542,recipe: arqad-pyvoid,recipe,arqad-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
79,19544,recipe: arqad-queen-pyvoid,recipe,arqad-queen-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
80,19552,recipe: arthurian-codex-pyvoid,recipe,arthurian-codex-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
81,19555,recipe: arthurian-egg-pyvoid,recipe,arthurian-egg-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
82,19558,recipe: arthurian-pen-mk01-pyvoid,recipe,arthurian-pen-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
83,19560,recipe: arthurian-pen-mk02-pyvoid,recipe,arthurian-pen-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
84,19561,recipe: arthurian-pup-pyvoid,recipe,arthurian-pup-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
85,19562,recipe: arthurian-pyvoid,recipe,arthurian-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
86,19567,recipe: artillery-shell-pyvoid,recipe,artillery-shell-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
87,19569,recipe: artillery-turret-pyvoid,recipe,artillery-turret-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
88,19571,recipe: artillery-wagon-pyvoid,recipe,artillery-wagon-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
89,19573,recipe: ash-pyvoid,recipe,ash-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
90,19577,recipe: assembling-machine-1-pyvoid,recipe,assembling-machine-1-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
91,19579,recipe: assembling-machine-2-pyvoid,recipe,assembling-machine-2-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
92,19581,recipe: assembling-machine-3-pyvoid,recipe,assembling-machine-3-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
93,19583,recipe: atomic-bomb-pyvoid,recipe,atomic-bomb-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
94,19585,recipe: atomizer-mk01-pyvoid,recipe,atomizer-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
95,19587,recipe: atomizer-mk02-pyvoid,recipe,atomizer-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
96,19590,recipe: auog-codex-pyvoid,recipe,auog-codex-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
97,19592,recipe: auog-food-01-pyvoid,recipe,auog-food-01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
98,19594,recipe: auog-food-02-pyvoid,recipe,auog-food-02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
99,19601,recipe: auog-mk02-pyvoid,recipe,auog-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
100,19605,recipe: auog-mk03-pyvoid,recipe,auog-mk03-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
101,19608,recipe: auog-paddock-mk01-pyvoid,recipe,auog-paddock-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
102,19610,recipe: auog-paddock-mk02-pyvoid,recipe,auog-paddock-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
103,19620,recipe: auog-pup-mk02-pyvoid,recipe,auog-pup-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
104,19622,recipe: auog-pup-mk03-pyvoid,recipe,auog-pup-mk03-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
105,19623,recipe: auog-pup-pyvoid,recipe,auog-pup-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
106,19624,recipe: auog-pyvoid,recipe,auog-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
107,19629,recipe: automated-factory-mk01-pyvoid,recipe,automated-factory-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
108,19631,recipe: automated-factory-mk02-pyvoid,recipe,automated-factory-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
109,19633,recipe: automated-screener-mk01-pyvoid,recipe,automated-screener-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
110,19635,recipe: automated-screener-mk02-pyvoid,recipe,automated-screener-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
111,19637,recipe: automation-science-pack-pyvoid,recipe,automation-science-pack-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
112,19639,recipe: axis-tracker-pyvoid,recipe,axis-tracker-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
113,19643,recipe: b2o3-dust-pyvoid,recipe,b2o3-dust-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
114,19649,recipe: bakelite-pyvoid,recipe,bakelite-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
115,19652,recipe: ball-mill-mk01-pyvoid,recipe,ball-mill-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
116,19654,recipe: ball-mill-mk02-pyvoid,recipe,ball-mill-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
117,19657,recipe: barrel-machine-mk01-pyvoid,recipe,barrel-machine-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
118,19659,recipe: barrel-milk-pyvoid,recipe,barrel-milk-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
119,19660,recipe: barrel-pyvoid,recipe,barrel-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
120,19664,recipe: battery-mk00-pyvoid,recipe,battery-mk00-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
121,19666,recipe: battery-mk01-pyvoid,recipe,battery-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
122,19668,recipe: beacon-mk01-pyvoid,recipe,beacon-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
123,19671,recipe: bedding-pyvoid,recipe,bedding-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
124,19676,recipe: belt-immunity-equipment-pyvoid,recipe,belt-immunity-equipment-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
125,19677,recipe: belt-pyvoid,recipe,belt-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
126,19684,recipe: bhoddos-codex-pyvoid,recipe,bhoddos-codex-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
127,19686,recipe: bhoddos-culture-mk01-pyvoid,recipe,bhoddos-culture-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
128,19688,recipe: bhoddos-culture-mk02-pyvoid,recipe,bhoddos-culture-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
129,19690,recipe: bhoddos-mk02-pyvoid,recipe,bhoddos-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
130,19691,recipe: bhoddos-pyvoid,recipe,bhoddos-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
131,19696,recipe: bhoddos-spore-mk02-pyvoid,recipe,bhoddos-spore-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
132,19697,recipe: bhoddos-spore-pyvoid,recipe,bhoddos-spore-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
133,19700,recipe: big-electric-pole-pyvoid,recipe,big-electric-pole-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
134,19702,recipe: bio-container-pyvoid,recipe,bio-container-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
135,19713,recipe: bio-ore-pyvoid,recipe,bio-ore-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
136,19715,recipe: bio-printer-mk01-pyvoid,recipe,bio-printer-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
137,19717,recipe: bio-reactor-mk01-pyvoid,recipe,bio-reactor-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
138,19719,recipe: bio-reactor-mk02-pyvoid,recipe,bio-reactor-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
139,19721,recipe: bio-sample-pyvoid,recipe,bio-sample-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
140,19723,recipe: bio-sample01-pyvoid,recipe,bio-sample01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
141,19725,recipe: bio-scafold-pyvoid,recipe,bio-scafold-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
142,19727,recipe: biobattery-pyvoid,recipe,biobattery-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
143,19729,recipe: biofactory-mk01-pyvoid,recipe,biofactory-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
144,19731,recipe: biofactory-mk02-pyvoid,recipe,biofactory-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
145,19734,recipe: biofilm-pyvoid,recipe,biofilm-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
146,20024,recipe: bioport-pyvoid,recipe,bioport-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
147,20032,recipe: bisphenol-a-pyvoid,recipe,bisphenol-a-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
148,20051,recipe: black-refined-concrete-pyvoid,recipe,black-refined-concrete-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
149,20053,recipe: blade-mk01-pyvoid,recipe,blade-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
150,20055,recipe: blade-mk02-pyvoid,recipe,blade-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
151,20057,recipe: blade-mk03-pyvoid,recipe,blade-mk03-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
152,20060,recipe: blood-meal-pyvoid,recipe,blood-meal-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
153,20070,recipe: blue-refined-concrete-pyvoid,recipe,blue-refined-concrete-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
154,20072,recipe: bof-mk01-pyvoid,recipe,bof-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
155,20074,recipe: bof-mk02-pyvoid,recipe,bof-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
156,20076,recipe: boiler-pyvoid,recipe,boiler-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
157,20078,recipe: bolts-pyvoid,recipe,bolts-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
158,20082,recipe: bonemeal-pyvoid,recipe,bonemeal-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
159,20084,recipe: bones-pyvoid,recipe,bones-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
160,20089,recipe: borax-mine-mk02-pyvoid,recipe,borax-mine-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
161,20090,recipe: borax-mine-pyvoid,recipe,borax-mine-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
162,20091,recipe: borax-pyvoid,recipe,borax-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
163,20099,recipe: boron-carbide-pyvoid,recipe,boron-carbide-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
164,20101,recipe: boron-mixture-pyvoid,recipe,boron-mixture-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
165,20102,recipe: boron-pyvoid,recipe,boron-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
166,20104,recipe: boron-trioxide-pyvoid,recipe,boron-trioxide-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
167,20107,recipe: botanical-nursery-mk02-pyvoid,recipe,botanical-nursery-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
168,20108,recipe: botanical-nursery-pyvoid,recipe,botanical-nursery-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
169,20110,recipe: brain-cartridge-01-pyvoid,recipe,brain-cartridge-01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
170,20112,recipe: brain-cartridge-02-pyvoid,recipe,brain-cartridge-02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
171,20116,recipe: brain-pyvoid,recipe,brain-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
172,20118,recipe: brake-mk01-pyvoid,recipe,brake-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
173,20120,recipe: brake-mk02-pyvoid,recipe,brake-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
174,20122,recipe: brake-mk03-pyvoid,recipe,brake-mk03-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
175,20133,recipe: brown-refined-concrete-pyvoid,recipe,brown-refined-concrete-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
176,20141,recipe: buffer-chest-pyvoid,recipe,buffer-chest-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
177,20144,recipe: bulk-inserter-pyvoid,recipe,bulk-inserter-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
178,20146,recipe: burner-inserter-pyvoid,recipe,burner-inserter-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
179,20148,recipe: burner-mining-drill-pyvoid,recipe,burner-mining-drill-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
180,20156,recipe: cadaveric-arum-codex-pyvoid,recipe,cadaveric-arum-codex-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
181,20158,recipe: cadaveric-arum-mk01-pyvoid,recipe,cadaveric-arum-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
182,20160,recipe: cadaveric-arum-mk02-a-pyvoid,recipe,cadaveric-arum-mk02-a-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
183,20164,recipe: cadaveric-arum-mk02-pyvoid,recipe,cadaveric-arum-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
184,20168,recipe: cadaveric-arum-mk03-a-pyvoid,recipe,cadaveric-arum-mk03-a-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
185,20175,recipe: cadaveric-arum-pyvoid,recipe,cadaveric-arum-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
186,20178,recipe: cadaveric-arum-seeds-mk02-pyvoid,recipe,cadaveric-arum-seeds-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
187,20179,recipe: cadaveric-arum-seeds-mk03-pyvoid,recipe,cadaveric-arum-seeds-mk03-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
188,20180,recipe: cadaveric-arum-seeds-pyvoid,recipe,cadaveric-arum-seeds-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
189,20189,recipe: cage-pyvoid,recipe,cage-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
